,publish_date,headline_text,GPT_category,GPT_confidence_score
31721,20030721,wolfowitz in talks with iraqi kurds,World,0.9
12744,20030421,man in hospital after axe incident,World,0.9
12217,20030418,schumacher dominates first qualifying,Sports,0.9
50148,20031021,melbourne water restrictions to stay,World,0.9
44663,20030924,missing man found after car crash,World,0.9
9488,20030405,can donations open up for farmers,World,0.7
81188,20040327,south africa three down after century opening stand,Sports,0.9
22884,20030609,man arrested with wheelie bin full of explosives,World,0.9
76198,20040303,nt govt urged to address alice doctors issue,World,0.9
41540,20030908,nsw oppn makes noise over road funds,World,0.6
60232,20031210,cycling stars to race in launceston,Sports,0.95
69084,20040128,santos reports fall in 2003 revenue,Business,0.9
7602,20030327,israel raids gaza chasing arafat bodyguards,World,0.9
71418,20040209,policeman tells drugs probe he put mates before job,World,0.9
24956,20030619,beattie backs arnison as new g g,Other,0.7
59436,20031205,youths told to respect alcohol laws or face fines,World,0.9
86846,20040425,reds edge sharks in dismal low scoring match,Sports,1
33770,20030731,flexible builders lead rise in nt approvals,Business,0.9
48992,20031015,rock lobster forum heads for dongara,Other,0.7
67297,20040119,japan urged to drop beef tariff,Business,0.9
21053,20030531,streisand sues coast surveyors over house snaps,Other,0.9
66241,20040113,nab suspends four workers over rogue trading,Business,0.95
32787,20030726,nt drops routine sars screening,World,0.9
21462,20030602,teen dies during soccer match,Sports,0.9
16690,20030511,britain pulls spy out of ira amid exposure fears,World,0.9
5085,20030315,gremio win in libertadores to save coachs job,Sports,0.95
46288,20031002,nsw fears doctor walkout over levy,World,0.7
78394,20040314,spain arrests 5 over madrid bombings,World,0.9
3034,20030305,father of murdered woman pleads for public help,World,0.9
95635,20040609,farmers look to rain boost,World,0.7
54001,20031109,timeline terrorism in saudi arabia,World,0.9
61083,20031214,lets bury beckham bone incident pleads irureta,Sports,0.9
25032,20030619,health review set for release,Sci/Tech,0.7
12412,20030419,police clamp down on kite flying protesters,World,0.9
90061,20040511,mcgrath hopeful of zimbabwean truce,World,0.7
9822,20030407,compo claim sparks public liability concerns,Business,0.85
99375,20040626,un demands access to terrorism suspects,World,0.9
347,20030220,no penalties for church over damaged monument,World,0.9
47197,20031007,iraq foreign ministry hit by mortar attack,World,0.9
74603,20040225,alice springs faces pancreatic health woes,World,0.9
60538,20031211,journalist defends decision to enter aboriginal,World,0.7
17039,20030512,vic govt ministers head to horsham,World,0.7
81777,20040330,project manager optimistic about cunningham rail,Business,0.9
19867,20030526,memorial to honour rugby players,Sports,0.9
59387,20031205,rural work popular despite drought college says,World,0.7
21274,20030602,beekeeping industry abuzz over licences,Business,0.9
14441,20030429,scotland axes a team,Sports,0.9
8039,20030329,martyn to miss start of windies tour,Sports,0.9
96449,20040612,three in hospital with legionnaires,World,0.9
87252,20040427,new water pricing set to flow to customers,Business,0.9
12768,20030421,nz rally hero bourne in coma two days after car,Sports,0.9
18163,20030518,nswru to investigate end of season incident,Sports,0.9
60521,20031211,grinham into squash quarters,Sports,0.9
47793,20031009,truss urged to consider initial drought aid,World,0.7
18830,20030521,milosevic trial may run for years,World,0.9
71107,20040207,russia underground blast probe continues,World,0.9
79876,20040321,wenger promises all out assault on chelsea,Sports,0.9
16089,20030507,wired cubicles take net to new frontier,Sci/Tech,0.9
48711,20031014,one in 20 act drivers affected by rage,Other,0.9
48762,20031014,swimming coach on restricted duties during,Sports,0.9
73130,20040217,wonderland to become business park,Business,0.9
12631,20030420,title race to the wire as united and arsenal both,Sports,0.9
94698,20040604,customs seize huge drug shipment,World,0.9
7628,20030327,more blasts reported in baghdad,World,0.9
82264,20040401,police on alert after alleged teen rape,World,0.9
24688,20030617,watkins dobson agree police training can improve,World,0.7
10221,20030409,adelaide council candidates urged to detail vision,World,0.7
77667,20040310,springbock lock cleared of racism,Sports,0.95
94164,20040602,australians terror case delayed in lebanon,World,0.9
59477,20031206,diy cruise missile attracts defence offers,Sci/Tech,0.9
57127,20031125,man bashed over business failure court told,Business,0.9
57879,20031128,osasuna offer no home comforts for real madrid,Sports,0.9
48638,20031014,ferrari targets moto gp champ rossi,Sports,0.95
49360,20031017,fishermen welcome decision against national park,World,0.7
6651,20030323,dragons warriors broncos win thrillers,Sports,0.9
33703,20030731,ambush kills one us soldier wounds two in iraq,World,0.9
55331,20031116,knives out for mitchell as kiwis seek scapegoat,Sports,0.9
32481,20030725,bryant buys wife usd 4 million peace offering report,Sports,0.85
47033,20031006,report backs govt intervention for unborn babies,World,0.7
80757,20040325,police probe suspected drug overdoses,World,0.9
63526,20031229,dairy farmers reassured over parmalat,Business,0.9
40530,20030903,2002 drought will go down in history,World,0.9
6883,20030324,govt opens new areas for oil exploration,Business,0.9
40577,20030903,federal funds freeze for calder highway,World,0.85
30616,20030716,greens air port environment concerns,Sci/Tech,0.85
22406,20030606,sorenstam seeks her first lpga championship victory,Sports,0.9
44424,20030923,league legend beetson joins elite group,Sports,0.9
5433,20030317,peter matera contemplating retirement,Sports,0.9
10311,20030409,knights gain momentum with key players back,Sports,0.9
22715,20030608,police plead for safe driving over long weekend,World,0.9
38816,20030825,israeli gunship attack kills four palestinians,World,0.9
53052,20031104,launceston okays aquatic centre,Other,0.9
94057,20040601,mp suspended over pink ladies in parliament,World,0.9
8583,20030331,war not sparking north coast racial discrimination,World,0.9
8727,20030401,more must be done to reduce japanese beef tariffs,Business,0.9
14578,20030430,men unhealthy compared to women study,Sci/Tech,0.7
35811,20030810,mcgregor nyangelo take city to surf line honours,Sports,0.9
37693,20030819,man charged over gun incident,World,0.9
60877,20031212,storm leaves damage trail in lake macquarie,World,0.9
25075,20030619,musharraf warns of military imbalance with india,World,0.9
65216,20040108,aru in camp wallaby discussions,Sports,0.9
34218,20030802,fears of power blackouts in wake of utility reform,Business,0.9
